CALLE;NUMERO;M2;DOLARES;U_S_M2;AMBIENTES;ANTIGUEDAD;ORIENT;BAULERA;COCHERA;BAÑOS;LAVADERO;TERRAZA;BARRIO;COMUNA;LON;LAT
CANDELARIA;100;50;41000;820.0;3;28;FRENTE;;;;;;FLORESTA;10;-58.480507861265757;-34.633535603871003
CANGALLO;100;56;55000;982.1;3;13;FRENTE;;;;;;CABALLITO;6;-58.431972598786096;-34.606617456997931
CANGALLO;100;71;55900;787.3;3;35;FRENTE;SI;;;;;CABALLITO;6;-58.431972598786096;-34.606617456997931
CAPDEVILA;3100;25;25000;1000.0;1;32;CONTRAFRENTE;;;;;;VILLA URQUIZA;12;-58.491171167557475;-34.56890122382179
CARABOBO;100;60;53000;883.3;3;30;FRENTE;;;;;;FLORES;7;-58.455881975875407;-34.628067532883826
CARABOBO;100;65;66000;1015.4;3;A ESTRENAR;CONTRAFRENTE;;;;;;FLORES;7;-58.455881975875407;-34.628067532883826
CARABOBO;300;63;56000;888.9;3;37;CONTRAFRENTE;;;;;;FLORES;7;-58.454774187558954;-34.630334901951215
CARABOBO;1457;75;23000;306.7;3;0;INTERNO;;;;;;FLORES;7;-58.446950705593707;-34.641121927747257
CARACAS;100;90;40000;444.4;3;32;FRENTE;;;;;;FLORES;7;-58.461893948993101;-34.627254596357247
CARACAS;200;65;42000;646.2;3;35;FRENTE;;;;;;FLORES;7;-58.462144700912212;-34.626680204549444
CARACAS;293;72;42900;595.8;3;0;FRENTE;;;;;;FLORES;7;-58.462097157270009;-34.625993063922053
CARACAS;500;74;52000;702.7;3;25;FRENTE;;;;;;FLORES;7;-58.463424453775247;-34.623792658364394
CARACAS;1400;60;36900;615.0;3;25;FRENTE;;;;;;VILLA GRAL. MITRE;11;-58.468582490913967;-34.61465742969753
CARACAS;2400;52;47500;913.5;3;35;CONTRAFRENTE;;;;;;VILLA DEL PARQUE;11;-58.47616731736111;-34.604886268961884
CARACAS;3600;50;39500;790.0;3;0;LATERAL;;;;;;AGRONOMIA;15;-58.488275806380635;-34.590159462024857
CARACAS;4600;51;75000;1470.6;3;2;CONTRAFRENTE;;SI;;;;VILLA PUEYRREDON;12;-58.494763626840474;-34.582988989517254
CARACAS;4600;62;56900;917.7;3;A ESTRENAR;FRENTE;;;;;;VILLA PUEYRREDON;12;-58.494763626840474;-34.582988989517254
CARACAS;5000;53;49000;924.5;3;15;FRENTE;SI;;;;;VILLA PUEYRREDON;12;-58.497621932187911;-34.579841066401777
CARICANCHA;1200;56;41000;732.1;3;20;FRENTE;;;;;;PARQUE CHACABUCO;7;-58.431995156102815;-34.632360916279502
CARRANZA, ADOLFO P.;3000;107;76000;710.3;3;4;FRENTE;;SI;;;;VILLA DEL PARQUE;11;-58.484523726699152;-34.607672664807843
CARRANZA, ANGEL JUSTINIANO;1200;60;52000;866.7;3;0;CONTRAFRENTE;;;;;;CHACARITA;15;-58.444166635200673;-34.587604732629394
CARRANZA, ANGEL JUSTINIANO;1400;57;52000;912.3;3;20;FRENTE;;;;;;PALERMO;14;-58.442282117323252;-34.586170403367809
CARRANZA, ANGEL JUSTINIANO;1900;52;46500;894.2;3;50;LATERAL;;;;;;PALERMO;14;-58.437262871038669;-34.581787071043856
CARRANZA, ANGEL JUSTINIANO;2200;51;57000;1117.6;3;30;FRENTE;;;;;;PALERMO;14;-58.434476581487488;-34.579353573222356
CARRANZA, ANGEL JUSTINIANO;2300;75;89000;1186.7;3;25;FRENTE;;SI;;;;PALERMO;14;-58.433843866985733;-34.578800914850248
CARRANZA, ANGEL JUSTINIANO;2300;53;49000;924.5;3;29;FRENTE;;;;;;PALERMO;14;-58.433843866985733;-34.578800914850248
CARRASCO;131;45;29000;644.4;1;50;INTERNO;;;;;;VELEZ SARSFIELD;10;-58.488649697282561;-34.634231842085619
CARRASCO;400;76;50000;657.9;3;0;CONTRAFRENTE;;;;;;VELEZ SARSFIELD;10;-58.491125528594225;-34.632650219827731
CARRASCO;600;55;29000;527.3;3;11;LATERAL;;;;;;VELEZ SARSFIELD;10;-58.493678347244092;-34.630650167352805
CARRIL, SALVADOR MARIA DEL;2100;22;24000;1090.9;1;20;FRENTE;;;;;;VILLA PUEYRREDON;12;-58.488797975905946;-34.584820986149047
CARRIL, SALVADOR MARIA DEL;2100;30;31000;1033.3;1;20;;;;;;;VILLA PUEYRREDON;12;-58.488797975905946;-34.584820986149047
CARRIL, SALVADOR MARIA DEL;2100;36;34500;958.3;1;20;;;;;;;VILLA PUEYRREDON;12;-58.488797975905946;-34.584820986149047
CARRIL, SALVADOR MARIA DEL;2900;70;59000;842.9;3;0;FRENTE;;;;;;AGRONOMIA;15;-58.498076279931702;-34.590791726531734
CARRIL, SALVADOR MARIA DEL;2900;68;59000;867.6;3;A ESTRENAR;FRENTE;;;;;;AGRONOMIA;15;-58.498076279931702;-34.590791726531734
CARRIL, SALVADOR MARIA DEL;3200;62;66000;1064.5;3;7;;;SI;;;;AGRONOMIA;15;-58.502038736447275;-34.593238382854075
CARRIL, SALVADOR MARIA DEL;3500;85;84500;994.1;3;25;CONTRAFRENTE;;;;;;VILLA DEVOTO;11;-58.5062187686257;-34.595586418679318
CARRIL, SALVADOR MARIA DEL;4100;165;118000;715.2;3;15;FRENTE;SI;SI;;;;VILLA DEVOTO;11;-58.513188104397926;-34.599892333537049
CARRIL, SALVADOR MARIA DEL;4600;88;58000;659.1;3;0;FRENTE;;;;;;VILLA DEVOTO;11;-58.519522607808256;-34.603803527343679
CASEROS;400;140;130000;928.6;3;90;FRENTE;;;;;;SAN TELMO;1;-58.371003272284469;-34.626649413108666
CASEROS;900;85;50000;588.2;3;50;FRENTE;;;;;;BARRACAS;4;-58.376488270865629;-34.627962962411416
CASEROS;1405;63;30000;476.2;3;0;FRENTE;;;;;;CONSTITUCION;1;-58.382824232073766;-34.631647882636912
CASEROS;1525;78;25000;320.5;3;28;CONTRAFRENTE;;;;;;CONSTITUCION;1;-58.384413003174103;-34.632378808199192
CASEROS;2559;80;38000;475.0;3;A ESTRENAR;INTERNO;;;;;;PARQUE PATRICIOS;4;-58.398324406048829;-34.635673140035031
CASEROS;3500;65;35000;538.5;3;40;CONTRAFRENTE;;;;;;NUEVA POMPEYA;4;-58.41448529135269;-34.638796138338286
CASEROS;3600;65;33900;521.5;3;0;;;;;;;NUEVA POMPEYA;4;-58.415777577548553;-34.639022945265616
CASTELLI;100;54;28500;527.8;3;47;;;;;;;BALVANERA;3;-58.404831745280703;-34.608805316483782
CASTELLI;100;24;24000;1000.0;1;50;;;;;;;BALVANERA;3;-58.404831745280703;-34.608805316483782
CASTELLI;200;70;45000;642.9;3;40;CONTRAFRENTE;;;;;;BALVANERA;3;-58.404909818679421;-34.607660475061913
CASTELLI;200;65;38000;584.6;3;0;CONTRAFRENTE;;;;;;BALVANERA;3;-58.404909818679421;-34.607660475061913
CASTEX;3300;100;165000;1650.0;3;15;FRENTE;;SI;;;;PALERMO;14;-58.403912231524984;-34.578843113471315
CASTEX;3300;84;124000;1476.2;3;0;FRENTE;;SI;;;;PALERMO;14;-58.403912231524984;-34.578843113471315
CASTEX;3330;80;89000;1112.5;3;0;CONTRAFRENTE;;;;;;PALERMO;14;-58.405527431432006;-34.577938928211026
CASTILLO;100;62;50000;806.5;3;38;LATERAL;;;;;;VILLA CRESPO;15;-58.431234539519906;-34.598911518981566
CASTILLO;100;60;56000;933.3;3;A ESTRENAR;FRENTE;;;;;;VILLA CRESPO;15;-58.431234539519906;-34.598911518981566
CASTILLO;100;65;60000;923.1;3;A ESTRENAR;FRENTE;;;;;;VILLA CRESPO;15;-58.431234539519906;-34.598911518981566
CASTILLO;300;45;31900;708.9;3;35;LATERAL;;;;;;VILLA CRESPO;15;-58.432818810808492;-34.597224288618548
CASTILLO;1000;39;42000;1076.9;1;7;CONTRAFRENTE;;;;;;VILLA CRESPO;15;-58.438141911519601;-34.591537990751249
CASTILLO, CATULO;2100;42;27000;642.9;3;0;CONTRAFRENTE;;;;;;PARQUE PATRICIOS;4;-58.398698614093341;-34.632242515511138
CASTRO;800;61;36900;604.9;3;50;FRENTE;;;;;;ALMAGRO;5;-58.420676927643967;-34.620092870070046
CASTRO;1100;26;26900;1034.6;1;40;FRENTE;;;;;;BOEDO;5;-58.420714187724698;-34.624753369819409
CASTRO;1300;95;49000;515.8;3;0;FRENTE;;;;;;BOEDO;5;-58.419501287892857;-34.629267324042999
CASTRO;1800;70;47000;671.4;3;35;FRENTE;;;;;;BOEDO;5;-58.419406599101833;-34.633135116450767
CASTRO;2200;47;52000;1106.4;3;30;FRENTE;;;;;;BOEDO;5;-58.419265740166814;-34.637274393097783
CASTRO, BARROS;600;120;55000;458.3;3;40;FRENTE;;;;;;ALMAGRO;5;-58.419465370832818;-34.618765484972975
CASTRO, BARROS;2222;60;35000;583.3;3;0;CONTRAFRENTE;;;;;;BOEDO;5;-58.417096771079258;-34.638464128911806
CASTRO, EMILIO;6100;85;50000;588.2;3;4;FRENTE;;;;;;MATADEROS;9;-58.507570659438478;-34.64845947787672
CASTRO, EMILIO;7200;74;48000;648.6;3;35;FRENTE;;;;;;MATADEROS;9;-58.519089524158552;-34.653821946117944
CATAMARCA;200;40;27000;675.0;3;40;CONTRAFRENTE;;;;;;BALVANERA;3;-58.407483491010879;-34.611436245692431
CATAMARCA;200;82;44500;542.7;3;40;FRENTE;;;;;;BALVANERA;3;-58.407483491010879;-34.611436245692431
CATAMARCA;234;44;27000;613.6;3;20;FRENTE;;;;;;BALVANERA;3;-58.406832003854461;-34.613298657326524
CATAMARCA;400;81;49000;604.9;3;7;CONTRAFRENTE;;SI;;;;BALVANERA;3;-58.406699207917015;-34.613673516205985
CATAMARCA;400;22;20000;909.1;1;20;LATERAL;;;;;;BALVANERA;3;-58.406699207917015;-34.613673516205985
CATAMARCA;500;60;43500;725.0;3;0;;;;;;;BALVANERA;3;-58.406352481132934;-34.614840330423952
CATAMARCA;500;22;19700;895.5;1;0;CONTRAFRENTE;;;;;;BALVANERA;3;-58.406352481132934;-34.614840330423952
CATAMARCA;700;62;38000;612.9;3;25;CONTRAFRENTE;;;;;;BALVANERA;3;-58.405409063977984;-34.618345205564445
CATAMARCA;1900;55;38000;690.9;3;50;LATERAL;;;;;;PARQUE PATRICIOS;4;-58.401840727457746;-34.632133701755734
CERVANTES, ALEJANDRO MAGARI¥OS;1800;50;34000;680.0;3;8;CONTRAFRENTE;;;;;;VILLA GRAL. MITRE;11;-58.465863053344215;-34.606668903732874
CERVANTES, ALEJANDRO MAGARI¥OS;1800;50;40000;800.0;3;20;LATERAL;;;;;;VILLA GRAL. MITRE;11;-58.465863053344215;-34.606668903732874
CERVANTES, ALEJANDRO MAGARI¥OS;1800;75;40500;540.0;3;0;FRENTE;SI;;;;;VILLA GRAL. MITRE;11;-58.465863053344215;-34.606668903732874
CERVANTES, ALEJANDRO MAGARI¥OS;2500;70;44500;635.7;3;0;FRENTE;;;;;;VILLA GRAL. MITRE;11;-58.474630505614648;-34.610842714848708
CERVANTES, ALEJANDRO MAGARI¥OS;2800;76;44900;590.8;3;3;CONTRAFRENTE;;;;;;VILLA SANTA RITA;11;-58.478451608473705;-34.61286058618122
CERVANTES, ALEJANDRO MAGARI¥OS;4400;65;40000;615.4;3;20;FRENTE;;;;;;FLORESTA;10;-58.494844324445729;-34.624022175664486
CERVIÑO;3500;30;49000;1633.3;1;0;CONTRAFRENTE;;;;;;PALERMO;14;-58.408490110622019;-34.580512179051453
CERVIÑO;3500;30;69000;2300.0;1;0;;;;;;;PALERMO;14;-58.408490110622019;-34.580512179051453
CERVIÑO;3500;55;65500;1190.9;3;0;;;SI;;;;PALERMO;14;-58.408490110622019;-34.580512179051453
CERVIÑO;3700;80;155000;1937.5;3;A ESTRENAR;;;SI;;;;PALERMO;14;-58.411258609857043;-34.579507016421687
CERVIÑO;3800;46;94000;2043.5;1;0;FRENTE;;;;;;PALERMO;14;-58.412531370941402;-34.579276579258483
CERVIÑO;3900;28;41000;1464.3;1;25;FRENTE;;;;;;PALERMO;14;-58.413383051071079;-34.57896853812148
CERVIÑO;4400;123;245000;1991.9;3;50;FRENTE;SI;;;;;PALERMO;14;-58.419983408872611;-34.576425641496215
CERVIÑO;4700;76;113000;1486.8;3;A ESTRENAR;LATERAL;;;;;;PALERMO;14;-58.423587998753703;-34.575194448250421
CERVIÑO;4700;80;122000;1525.0;3;A ESTRENAR;;;;;;;PALERMO;14;-58.423587998753703;-34.575194448250421
CERVIÑO;4700;90;125000;1388.9;3;A ESTRENAR;CONTRAFRENTE;;SI;;;;PALERMO;14;-58.423587998753703;-34.575194448250421
CERVI¥O;3200;30;39000;1300.0;1;0;;;;;;;PALERMO;14;-58.405224243569421;-34.581694596780864
CESPEDES;2200;62;77000;1241.9;3;40;CONTRAFRENTE;;;;;;PALERMO;14;-58.446904131355765;-34.56726148292617
CESPEDES;2300;38;49500;1302.6;1;0;CONTRAFRENTE;;;;;;PALERMO;14;-58.447391117172863;-34.567770646691407
CESPEDES;2300;55;49900;907.3;3;30;FRENTE;;;;;;PALERMO;14;-58.447391117172863;-34.567770646691407
CESPEDES;2324;105;125000;1190.5;3;0;;;SI;;;;PALERMO;14;-58.447546799491001;-34.567933412335336
CESPEDES;2400;74;103000;1391.9;3;A ESTRENAR;CONTRAFRENTE;;SI;;;;COLEGIALES;13;-58.447989976606237;-34.568396747568535
CESPEDES;2484;87;85000;977.0;3;0;;;;;;;COLEGIALES;13;-58.448884242155628;-34.569506992753901
CESPEDES;3400;60;46000;766.7;3;30;CONTRAFRENTE;;;;;;COLEGIALES;13;-58.453883231565435;-34.577091455851928
CEVALLOS, Virrey;198;80;39000;487.5;3;0;;;;;;;MONSERRAT;1;-58.388779376908488;-34.611247555994971
CEVALLOS, Virrey;200;51;47000;921.6;3;35;CONTRAFRENTE;;;;;;MONSERRAT;1;-58.388776970746967;-34.611270949854493
CEVALLOS, Virrey;700;35;38500;1100.0;1;35;FRENTE;;;;;;MONSERRAT;1;-58.388887293588994;-34.616735873059213
CEVALLOS, Virrey;900;65;40000;615.4;3;60;FRENTE;;;;;;CONSTITUCION;1;-58.388751561575688;-34.618844355336549
CEVALLOS, Virrey;1100;46;33000;717.4;3;30;FRENTE;;;;;;CONSTITUCION;1;-58.388580332941906;-34.621350458811534
CHACABUCO;300;68;66500;977.9;3;3;FRENTE;;;;;;MONSERRAT;1;-58.37604198574958;-34.611554594692514
CHACABUCO;500;64;30000;468.8;3;45;FRENTE;SI;;;;;MONSERRAT;1;-58.375929642228634;-34.613872069859489
CHACABUCO;600;51;38000;745.1;3;0;FRENTE;;;;;;MONSERRAT;1;-58.37587432409785;-34.614969807156633
CHACABUCO;651;60;33000;550.0;3;0;;SI;;;;;MONSERRAT;1;-58.376169023770359;-34.615629685373861
CHACABUCO;1200;67;55000;820.9;3;50;FRENTE;;;;;;SAN TELMO;1;-58.375481321697663;-34.621991228985749
CHACO;100;85;55000;647.1;3;15;FRENTE;;;;;;CABALLITO;6;-58.429604328546212;-34.617100129674235
CHARCAS;2500;100;108000;1080.0;3;40;CONTRAFRENTE;;;;;;VILLA DEL PARQUE;11;-58.47694100358553;-34.60389452455621
CHARCAS;2700;93;93000;1000.0;3;35;CONTRAFRENTE;;;;;;RECOLETA;2;-58.405175949130488;-34.594863703336344
CHARCAS;2700;62;51500;830.6;3;40;INTERNO;;;;;;RECOLETA;2;-58.405175949130488;-34.594863703336344
CHARCAS;2780;80;60000;750.0;3;0;;;;;;;RECOLETA;2;-58.405961307246088;-34.594442361028328
CHARCAS;2800;30;32000;1066.7;1;35;LATERAL;;;;;;RECOLETA;2;-58.406177938191107;-34.594323969400037
CHARCAS;2800;71;56000;788.7;3;0;FRENTE;;;;;;RECOLETA;2;-58.406177938191107;-34.594323969400037
CHARCAS;2879;56;52000;928.6;3;0;CONTRAFRENTE;;SI;;;;RECOLETA;2;-58.406911755812501;-34.593592273477846
CHARCAS;2900;46;45000;978.3;3;30;CONTRAFRENTE;;;;;;RECOLETA;2;-58.407349754611069;-34.59367895018903
CHARCAS;3000;30;45000;1500.0;1;0;FRENTE;;;;;;RECOLETA;2;-58.408418993100653;-34.59321386666425
CHARCAS;3000;33;56000;1697.0;1;0;FRENTE;;;;;;RECOLETA;2;-58.408418993100653;-34.59321386666425
CHARCAS;3000;90;78000;866.7;3;0;;;;;;;RECOLETA;2;-58.408418993100653;-34.59321386666425
CHARCAS;3200;70;88000;1257.1;3;5;FRENTE;;SI;;;;RECOLETA;2;-58.411169549633549;-34.592600657470001
CHARCAS;3217;65;62000;953.8;3;30;CONTRAFRENTE;;;;;;RECOLETA;2;-58.41124345255033;-34.592258725526364
CHARCAS;3600;56;70000;1250.0;3;15;FRENTE;;SI;;;;PALERMO;14;-58.415832893554125;-34.589275649014098
CHARCAS;3600;65;64500;992.3;3;20;FRENTE;;SI;;;;PALERMO;14;-58.415832893554125;-34.589275649014098
CHARCAS;3600;55;65000;1181.8;3;28;CONTRAFRENTE;;;;;;PALERMO;14;-58.415832893554125;-34.589275649014098
CHARCAS;3800;88;78000;886.4;3;0;FRENTE;;;;;;PALERMO;14;-58.418015188025556;-34.587667694123233
CHARCAS;4100;60;62000;1033.3;3;45;CONTRAFRENTE;;;;;;PALERMO;14;-58.421038785419185;-34.585428282957878
CHARCAS;4200;60;57000;950.0;3;45;CONTRAFRENTE;;;;;;PALERMO;14;-58.422109693997129;-34.584627765736386
CHARCAS;4260;55;62000;1127.3;3;30;CONTRAFRENTE;;;;;;PALERMO;14;-58.42273735105119;-34.584156930861091
CHARCAS;4700;28;39000;1392.9;1;30;CONTRAFRENTE;;;;;;PALERMO;14;-58.426324910427795;-34.58147269901842
CHARCAS;5200;82;130000;1585.4;3;A ESTRENAR;FRENTE;;SI;;;;PALERMO;14;-58.42984772877216;-34.57845726543863
CHARCAS;5200;115;125000;1087.0;3;A ESTRENAR;FRENTE;;SI;;;;PALERMO;14;-58.42984772877216;-34.57845726543863
CHARCAS;5299;43;38000;883.7;3;0;CONTRAFRENTE;;;;;;PALERMO;14;-58.431110535714772;-34.577872169461891
CHARLONE;1200;35;43500;1242.9;1;0;LATERAL;;;;;;CHACARITA;15;-58.458013678508117;-34.580620698841813
CHARLONE;1200;78;75000;961.5;3;A ESTRENAR;FRENTE;;;;;;CHACARITA;15;-58.458013678508117;-34.580620698841813
CHARLONE;1200;78;83000;1064.1;3;A ESTRENAR;CONTRAFRENTE;;SI;;;;CHACARITA;15;-58.458013678508117;-34.580620698841813
CHARLONE;1700;72;52000;722.2;3;21;FRENTE;;;;;;VILLA ORTUZAR;15;-58.464740877424049;-34.580503868503925
CHENAUT, INDALESIO, GRAL.;1700;57;76000;1333.3;3;35;CONTRAFRENTE;;;;;;PALERMO;14;-58.43093094369096;-34.569782877892486
CHENAUT, INDALESIO, GRAL.;1800;73;77000;1054.8;3;6;FRENTE;;;;;;PALERMO;14;-58.431584145972103;-34.570536916728244
CHENAUT, INDALESIO, GRAL.;1900;70;114000;1628.6;3;6;;;SI;;;;PALERMO;14;-58.43232905671676;-34.571396731138357
CHENAUT, INDALESIO, GRAL.;1900;98;219000;2234.7;3;6;CONTRAFRENTE;;SI;;;;PALERMO;14;-58.43232905671676;-34.571396731138357
CHENAUT, INDALESIO, GRAL.;1900;82;115000;1402.4;3;11;CONTRAFRENTE;SI;SI;;;;PALERMO;14;-58.43232905671676;-34.571396731138357
CHENAUT, INDALESIO, GRAL.;1900;72;78500;1090.3;3;25;FRENTE;;;;;;PALERMO;14;-58.43232905671676;-34.571396731138357
CHENAUT, INDALESIO, GRAL.;1900;75;68000;906.7;3;0;CONTRAFRENTE;;;;;;PALERMO;14;-58.43232905671676;-34.571396731138357
CHILAVERT, MARTINIANO, Cnel.;5800;109;40000;367.0;3;30;FRENTE;;;;;;VILLA LUGANO;8;-58.470722157343431;-34.682085681401588
CHILE;1400;75;47500;633.3;3;35;CONTRAFRENTE;;;;;;MONSERRAT;1;-58.384415197099493;-34.61650641927298
CHILE;1400;82;55000;670.7;3;60;CONTRAFRENTE;;;;;;MONSERRAT;1;-58.384415197099493;-34.61650641927298
CHILE;1500;29;23800;820.7;1;25;LATERAL;;;;;;MONSERRAT;1;-58.385899310669458;-34.616550435981864
CHILE;1600;25;24900;996.0;1;5;FRENTE;;;;;;MONSERRAT;1;-58.38749606621591;-34.616570222260989
CHILE;1800;50;41000;820.0;3;23;CONTRAFRENTE;;SI;;;;MONSERRAT;1;-58.390366281687456;-34.616657903240771
CHILE;1825;90;64900;721.1;3;0;;SI;;;;;BALVANERA;3;-58.392788717979663;-34.617086092299303
CHILE;2200;35;23000;657.1;1;0;;;;;;;BALVANERA;3;-58.396074759382039;-34.617063423535498
CHINA;4000;64;39900;623.4;3;40;FRENTE;;;;;;VILLA ORTUZAR;15;-58.477204374889347;-34.578736138701409
CHINA;4100;60;38500;641.7;3;35;FRENTE;;;;;;VILLA ORTUZAR;15;-58.47627961316654;-34.578928408837633
CHIVILCOY;300;60;51900;865.0;3;0;CONTRAFRENTE;;;;;;FLORESTA;10;-58.48258577861408;-34.63150996660125
CHIVILCOY;3200;50;45000;900.0;3;28;CONTRAFRENTE;;;;;;VILLA DEVOTO;11;-58.50666214028378;-34.605348177562831
CHIVILCOY;4900;55;40000;727.3;3;22;CONTRAFRENTE;;;;;;VILLA DEVOTO;11;-58.518495305958218;-34.592369459190841
CHORROARIN;700;77;42000;545.5;3;45;FRENTE;;;;;;PARQUE CHAS;15;-58.473013392649747;-34.589006511204516
CHUBUT;1300;21;18000;857.1;1;10;LATERAL;;;;;;BARRACAS;4;-58.391385125267199;-34.649787850745447
CIUDAD DE LA PAZ;200;86;67000;779.1;3;0;FRENTE;;;;;;PALERMO;14;-58.438951398785427;-34.57585247516873
CIUDAD DE LA PAZ;300;60;72000;1200.0;3;8;FRENTE;;;;;;PALERMO;14;-58.440188796419136;-34.575064271537293
CIUDAD DE LA PAZ;300;61;89000;1459.0;3;A ESTRENAR;CONTRAFRENTE;;;;;;PALERMO;14;-58.440188796419136;-34.575064271537293
CIUDAD DE LA PAZ;500;70;68000;971.4;3;28;FRENTE;;;;;;COLEGIALES;13;-58.442323596689874;-34.573689192228521
CIUDAD DE LA PAZ;500;105;88000;838.1;3;40;FRENTE;SI;SI;;;;COLEGIALES;13;-58.442323596689874;-34.573689192228521
CIUDAD DE LA PAZ;500;71;76000;1070.4;3;45;CONTRAFRENTE;;SI;;;;COLEGIALES;13;-58.442323596689874;-34.573689192228521
CIUDAD DE LA PAZ;500;54;46000;851.9;3;0;CONTRAFRENTE;;;;;;COLEGIALES;13;-58.442323596689874;-34.573689192228521
CIUDAD DE LA PAZ;700;80;70000;875.0;3;20;FRENTE;;;;;;COLEGIALES;13;-58.443425318518578;-34.572976664508012
CIUDAD DE LA PAZ;800;91;80000;879.1;3;20;FRENTE;SI;SI;;;;COLEGIALES;13;-58.444818077780994;-34.572076233623093
CIUDAD DE LA PAZ;866;103;80000;776.7;3;0;FRENTE;;SI;;;;COLEGIALES;13;-58.44604467582348;-34.571316904295635
CIUDAD DE LA PAZ;1000;78;73000;935.9;3;30;;;;;;;COLEGIALES;13;-58.446627700103654;-34.570984719939709
CIUDAD DE LA PAZ;1300;75;85000;1133.3;3;0;;;SI;;;;COLEGIALES;13;-58.449143609766779;-34.569551146219787
CIUDAD DE LA PAZ;1400;80;165000;2062.5;3;1;FRENTE;;SI;;;;COLEGIALES;13;-58.449978598435415;-34.569075365623377
CIUDAD DE LA PAZ;1400;72;75000;1041.7;3;25;CONTRAFRENTE;SI;SI;;;;COLEGIALES;13;-58.449978598435415;-34.569075365623377
CIUDAD DE LA PAZ;1600;90;124000;1377.8;3;A ESTRENAR;FRENTE;;SI;;;;COLEGIALES;13;-58.452645711593661;-34.567548922065484
CIUDAD DE LA PAZ;1700;85;105000;1235.3;3;5;FRENTE;;SI;;;;BELGRANO;13;-58.453759306104068;-34.566905289547371
CIUDAD DE LA PAZ;2100;69;60000;869.6;3;28;FRENTE;;;;;;BELGRANO;13;-58.456741840413677;-34.563463716344749
CIUDAD DE LA PAZ;2900;40;36900;922.5;3;15;CONTRAFRENTE;;;;;;BELGRANO;13;-58.462652691793728;-34.556568009547625
CIUDAD DE LA PAZ;2918;52;57000;1096.2;3;30;FRENTE;;;;;;NUÑEZ;13;-58.464323198831764;-34.555154072739747
CIUDAD DE LA PAZ;2974;45;36900;820.0;3;A ESTRENAR;;;;;;;NUÑEZ;13;-58.463843553072579;-34.555716955011569
CIUDAD DE LA PAZ;3000;82;79500;969.5;3;0;FRENTE;;;;;;NUÑEZ;13;-58.463620858241299;-34.555978292505444
CIUDAD DE LA PAZ;3100;78;90500;1160.3;3;A ESTRENAR;CONTRAFRENTE;SI;SI;;;;NUÑEZ;13;-58.464517867657506;-34.554932570445786
CIUDAD DE LA PAZ;3100;56;65000;1160.7;3;5;CONTRAFRENTE;SI;;;;;NUÑEZ;13;-58.464517867657506;-34.554932570445786
CIUDAD DE LA PAZ;3147;70;65000;928.6;3;5;FRENTE;;;;;;NUÑEZ;13;-58.466114454013884;-34.553830056481857
CIUDAD DE LA PAZ;3200;54;66900;1238.9;3;6;FRENTE;;;;;;NUÑEZ;13;-58.46550868504368;-34.553994572284196
CIUDAD DE LA PAZ;3200;70;82000;1171.4;3;5;FRENTE;SI;SI;;;;NUÑEZ;13;-58.46550868504368;-34.553994572284196
CIUDAD DE LA PAZ;3200;60;49500;825.0;3;30;LATERAL;;;;;;NUÑEZ;13;-58.46550868504368;-34.553994572284196
CIUDAD DE LA PAZ;3500;68;75000;1102.9;3;11;FRENTE;SI;;;;;NUÑEZ;13;-58.467712482033292;-34.551403810536613
CIUDAD DE LA PAZ;3700;39;43000;1102.6;1;0;CONTRAFRENTE;;;;;;NUÑEZ;13;-58.469166721271314;-34.549506325108183
CIUDAD DE LA PAZ;3700;41;48000;1170.7;1;0;CONTRAFRENTE;;;;;;NUÑEZ;13;-58.469166721271314;-34.549506325108183
CLAY;2800;66;107000;1621.2;3;2;FRENTE;;;;;;PALERMO;14;-58.430789259873677;-34.573588379329237
COCHABAMBA;2567;56;36000;642.9;3;0;;;;;;;SAN CRISTOBAL;3;-58.401354858871784;-34.624962978568625
COCHABAMBA;2600;75;33500;446.7;3;0;CONTRAFRENTE;;;;;;SAN CRISTOBAL;3;-58.401786465683692;-34.625328486303019
COLOMBRES;10;56;43900;783.9;3;0;FRENTE;;;;;;ALMAGRO;5;-58.419360810813799;-34.612679643676401
COLOMBRES;50;55;40500;736.4;3;32;INTERNO;;;;;;ALMAGRO;5;-58.419583108278964;-34.612022917974627
COLOMBRES;100;68;68000;1000.0;3;30;CONTRAFRENTE;;;;;;ALMAGRO;5;-58.419860975184946;-34.611202010159317
COLOMBRES;100;63;45000;714.3;3;34;CONTRAFRENTE;;;;;;ALMAGRO;5;-58.419860975184946;-34.611202010159317
COLOMBRES;691;82;49000;597.6;3;0;FRENTE;;;;;;ALMAGRO;5;-58.417987397225581;-34.619998614431758
COLOMBRES;700;67;41600;620.9;3;60;INTERNO;;;;;;ALMAGRO;5;-58.418319400178092;-34.619919418004322
COLPAYO;50;75;81000;1080.0;3;A ESTRENAR;FRENTE;;;;;;CABALLITO;6;-58.440648811090192;-34.61941450483048
COLPAYO;100;75;63900;852.0;3;30;FRENTE;;;;;;CABALLITO;6;-58.440888700125178;-34.618809034766464
COMBATE DE LOS POZOS;100;45;55000;1222.2;3;25;FRENTE;;SI;;;;BALVANERA;3;-58.393176053080488;-34.610400441596397
COMBATE DE LOS POZOS;200;75;55900;745.3;3;0;;;;;;;BALVANERA;3;-58.393141101215257;-34.61157079897567
