CALLE;NUMERO;M2;DOLARES;U_S_M2;AMBIENTES;ANTIGUEDAD;ORIENT;BAULERA;COCHERA;BAÑOS;LAVADERO;TERRAZA;BARRIO;COMUNA;LON;LAT
NEUQUEN;700;60;43500;725.0;3;40;FRENTE;;;;;;CABALLITO;6;-58.440391547193272;-34.616068922596497
NEUQUEN;1000;45;35000;777.8;3;30;INTERNO;;;;;;CABALLITO;6;-58.446689023250251;-34.616121418917039
NEUQUEN;2582;77;42500;551.9;3;0;FRENTE;;;;;;FLORES;7;-58.468729480141285;-34.619440069396049
NEUQUEN;2600;70;42900;612.9;3;0;FRENTE;;;;;;FLORES;7;-58.468484330171691;-34.619364003494717
NEWBERY, JORGE;1500;23;31900;1387.0;1;55;CONTRAFRENTE;;;;;;PALERMO;14;-58.433329844167758;-34.565559155364291
NEWBERY, JORGE;1700;88;80000;909.1;3;0;FRENTE;;;;;;PALERMO;14;-58.434688169157184;-34.567375019704862
NEWBERY, JORGE;1744;87;87500;1005.7;3;0;FRENTE;;;;;;PALERMO;14;-58.435024348448614;-34.567766615949189
NEWBERY, JORGE;1800;62;95000;1532.3;3;5;CONTRAFRENTE;;SI;;;;PALERMO;14;-58.435423367382334;-34.568231404063468
NEWBERY, JORGE;1800;92;120000;1304.3;3;25;CONTRAFRENTE;;SI;;;;PALERMO;14;-58.435423367382334;-34.568231404063468
NEWBERY, JORGE;2500;60;59500;991.7;3;28;FRENTE;;;;;;COLEGIALES;13;-58.440894952339548;-34.572044724576898
NEWBERY, JORGE;3800;70;36000;514.3;3;30;FRENTE;;;;;;CHACARITA;15;-58.449719938663371;-34.584878830457399
NEWBERY, JORGE;3800;65;45000;692.3;3;55;LATERAL;;;;;;CHACARITA;15;-58.449719938663371;-34.584878830457399
NICARAGUA;4500;85;75000;882.4;3;0;FRENTE;;;;;;PALERMO;14;-58.423117806942322;-34.589627446489864
NOGOYA;2459;76;65000;855.3;3;3;;;;;;;VILLA DEL PARQUE;11;-58.484603242422168;-34.598850613907864
NOGOYA;2600;60;53700;895.0;3;A ESTRENAR;CONTRAFRENTE;;;;;;VILLA DEL PARQUE;11;-58.485636198045924;-34.599121937321094
NOGOYA;2700;60;44000;733.3;3;0;FRENTE;;SI;;;;VILLA DEL PARQUE;11;-58.486626269035668;-34.599699317293286
NOGOYA;3000;41;40500;987.8;1;0;CONTRAFRENTE;;;;;;VILLA DEL PARQUE;11;-58.489874789790832;-34.601596232901706
NOGOYA;3000;73;74700;1023.3;3;A ESTRENAR;FRENTE;;;;;;VILLA DEL PARQUE;11;-58.489874789790832;-34.601596232901706
NOGOYA;3300;95;78000;821.1;3;38;FRENTE;;;;;;VILLA DEL PARQUE;11;-58.493562313103297;-34.603743404092384
NOGOYA;3500;60;34000;566.7;3;25;CONTRAFRENTE;;;;;;VILLA DEL PARQUE;11;-58.495623169281238;-34.604944611599457
NOGOYA;4700;50;39000;780.0;3;20;FRENTE;;;;;;VILLA DEVOTO;11;-58.509969546869208;-34.613460926867468
NUEVA YORK;3500;62;63000;1016.1;3;40;FRENTE;;;;;;VILLA DEVOTO;11;-58.504294470780913;-34.595406345434021
NUEVA YORK;4300;58;60000;1034.5;3;20;CONTRAFRENTE;;;;;;VILLA DEVOTO;11;-58.513872094546876;-34.601322704001113
NUEVA YORK;4300;55;62000;1127.3;3;35;;;SI;;;;VILLA DEVOTO;11;-58.513872094546876;-34.601322704001113
NUNEZ;1700;48;35900;747.9;3;30;CONTRAFRENTE;;;;;;NUÑEZ;13;-58.460001345914172;-34.545782818868368
NUNEZ;2200;70;57000;814.3;3;20;FRENTE;;;;;;NUÑEZ;13;-58.464696370961228;-34.548143656893529
NUNEZ;2200;73;68000;931.5;3;28;FRENTE;;SI;;;;NUÑEZ;13;-58.464696370961228;-34.548143656893529
NUNEZ;2449;75;74000;986.7;3;4;FRENTE;;;;;;NUÑEZ;13;-58.467807117095703;-34.55047347860161
NUNEZ;2600;66;62000;939.4;3;25;FRENTE;;;;;;NUÑEZ;13;-58.468574381256168;-34.550575942999536
NUNEZ;3500;60;46500;775.0;3;8;FRENTE;;;;;;SAAVEDRA;12;-58.476194747220248;-34.554830869406707
NUNEZ;3542;53;40000;754.7;3;0;FRENTE;;;;;;SAAVEDRA;12;-58.477622172444917;-34.555630609645497
NUNEZ;3600;60;39000;650.0;3;30;LATERAL;;;;;;SAAVEDRA;12;-58.477105186721225;-34.555340983607834
NU¥EZ;5600;24;20800;866.7;1;0;FRENTE;;;;;;VILLA URQUIZA;12;-58.497067922380317;-34.565390061314133
OBISPO SAN ALBERTO;3700;35;35000;1000.0;1;0;FRENTE;;;;;;VILLA DEVOTO;11;-58.516046797667236;-34.588306742939594
O'HIGGINS;1476;120;140000;1166.7;3;0;;SI;SI;;;;BELGRANO;13;-58.447392066719907;-34.566080959808041
O'HIGGINS;1700;115;120000;1043.5;3;20;FRENTE;;SI;;;;BELGRANO;13;-58.448803213938447;-34.564436147180494
O'HIGGINS;2300;102;149000;1460.8;3;7;FRENTE;;SI;;;;BELGRANO;13;-58.453676527520763;-34.55877948655727
O'HIGGINS;2400;70;95258;1360.8;3;A ESTRENAR;FRENTE;;SI;;;;BELGRANO;13;-58.454476021728091;-34.557853504923479
O'HIGGINS;2400;72;98130;1362.9;3;A ESTRENAR;FRENTE;;SI;;;;BELGRANO;13;-58.454476021728091;-34.557853504923479
O'HIGGINS;2700;72;63000;875.0;3;25;FRENTE;;;;;;BELGRANO;13;-58.456861347249685;-34.555090409694948
O'HIGGINS;4200;50;50000;1000.0;3;5;FRENTE;;;;;;NUÑEZ;13;-58.466848706682569;-34.543174475774514
O'HIGGINS;4600;55;55000;1000.0;3;20;FRENTE;;;;;;NUÑEZ;13;-58.469070568497195;-34.540182269558009
O'HIGGINS;4600;60;62000;1033.3;3;25;FRENTE;;SI;;;;NUÑEZ;13;-58.469070568497195;-34.540182269558009
O'HIGGINS;4617;56;47500;848.2;3;25;CONTRAFRENTE;;;;;;NUÑEZ;13;-58.47037762068684;-34.538938556104831
OLAGUER Y FELIU, VIRREY;2500;75;89000;1186.7;3;50;FRENTE;;;;;;COLEGIALES;13;-58.452548196176643;-34.567718440527521
OLAGUER Y FELIU, VIRREY;2600;39;33000;846.2;3;35;FRENTE;;;;;;COLEGIALES;13;-58.453131134664126;-34.568462968787323
OLAGUER Y FELIU, VIRREY;2700;55;58000;1054.5;3;15;CONTRAFRENTE;;;;;;COLEGIALES;13;-58.453687079138426;-34.569173018116516
OLAGUER Y FELIU, VIRREY;2700;127;117000;921.3;3;19;FRENTE;;SI;;;;COLEGIALES;13;-58.453687079138426;-34.569173018116516
OLAGUER Y FELIU, VIRREY;3300;58;55000;948.3;3;0;;;;;;;COLEGIALES;13;-58.457817552584856;-34.574061409676169
OLAGUER Y FELIU, VIRREY;3300;68;65800;967.6;3;6;CONTRAFRENTE;;SI;;;;COLEGIALES;13;-58.457817552584856;-34.574061409676169
OLAGUER Y FELIU, VIRREY;3350;68;59900;880.9;3;6;;;;;;;COLEGIALES;13;-58.458714275943109;-34.575239730168477
OLAGUER Y FELIU, VIRREY;3400;65;54500;838.5;3;30;CONTRAFRENTE;;;;;;COLEGIALES;13;-58.458371937422577;-34.57478988984149
OLAVARRIA;400;54;34500;638.9;3;30;CONTRAFRENTE;;;;;;BOCA;4;-58.357728468236978;-34.635736645343478
OLAVARRIA;500;26;20500;788.5;1;30;FRENTE;;;;;;BOCA;4;-58.358493844886837;-34.636037901004997
OLAYA;1160;76;61900;814.5;3;22;FRENTE;;;;;;VILLA CRESPO;15;-58.443213392994082;-34.606160066347449
OLAYA;1200;75;51500;686.7;3;50;FRENTE;;;;;;VILLA CRESPO;15;-58.44287491768798;-34.606504908263972
OLAYA;1700;61;56000;918.0;3;12;FRENTE;;;;;;VILLA CRESPO;15;-58.446568326226597;-34.602620871107305
OLAZABAL;1600;87;95000;1092.0;3;0;;;SI;;;;BELGRANO;13;-58.45038688958504;-34.555627671052449
OLAZABAL;1900;84;79000;940.5;3;7;;;SI;;;;BELGRANO;13;-58.453586414701554;-34.557526260320337
OLAZABAL;1926;83;63900;769.9;3;0;;;;;;;BELGRANO;13;-58.453832064960899;-34.557672238401409
OLAZABAL;2505;69;57400;831.9;3;0;FRENTE;;;;;;BELGRANO;13;-58.459433216040871;-34.560665787663801
OLAZABAL;2800;50;55000;1100.0;3;25;CONTRAFRENTE;;;;;;BELGRANO;13;-58.461838066580412;-34.562426693393824
OLAZABAL;2810;50;55000;1100.0;3;30;LATERAL;;;;;;BELGRANO;13;-58.46195898346879;-34.562498494065778
OLAZABAL;3000;75;73000;973.3;3;A ESTRENAR;FRENTE;;;;;;BELGRANO;13;-58.463604345888314;-34.563473941098252
OLAZABAL;3000;100;78000;780.0;3;A ESTRENAR;FRENTE;;;;;;BELGRANO;13;-58.463604345888314;-34.563473941098252
OLAZABAL;3650;48;38500;802.1;3;30;LATERAL;;;;;;BELGRANO;13;-58.471604299973755;-34.567939087855237
OLAZABAL;4300;73;65000;890.4;3;16;FRENTE;;;;;;VILLA URQUIZA;12;-58.476674800160836;-34.571002597084245
OLAZABAL;4330;76;68000;894.7;3;0;;;;;;;VILLA URQUIZA;12;-58.478329645817006;-34.571979769521377
OLAZABAL;4400;57;65000;1140.4;3;5;CONTRAFRENTE;;;;;;VILLA URQUIZA;12;-58.477679603647459;-34.571601488429749
OLAZABAL;4400;60;59000;983.3;3;18;FRENTE;;;;;;VILLA URQUIZA;12;-58.477679603647459;-34.571601488429749
OLAZABAL;4600;45;34000;755.6;3;37;CONTRAFRENTE;;;;;PATIO TERRAZA;VILLA URQUIZA;12;-58.481736857543808;-34.57411250723473
OLAZABAL;4700;44;49000;1113.6;1;0;FRENTE;SI;;;;;VILLA URQUIZA;12;-58.480905729083389;-34.573466926669283
OLAZABAL;4700;44;54000;1227.3;1;0;FRENTE;;;;;;VILLA URQUIZA;12;-58.480905729083389;-34.573466926669283
OLAZABAL;4700;44;59000;1340.9;1;0;FRENTE;;;;;;VILLA URQUIZA;12;-58.480905729083389;-34.573466926669283
OLAZABAL;4700;58;53500;922.4;3;25;FRENTE;;;;;;VILLA URQUIZA;12;-58.480905729083389;-34.573466926669283
OLAZABAL;5000;60;52000;866.7;3;35;FRENTE;;;;;;VILLA URQUIZA;12;-58.484390522071941;-34.575472058329204
OLAZABAL;5100;56;41000;732.1;3;28;CONTRAFRENTE;;;;;;VILLA URQUIZA;12;-58.485029710235835;-34.575836313980552
OLAZABAL;5100;81;59500;734.6;3;30;FRENTE;;;;;;VILLA URQUIZA;12;-58.485029710235835;-34.575836313980552
OLAZABAL;5200;50;46000;920.0;3;30;FRENTE;;;;;;VILLA URQUIZA;12;-58.486038194314098;-34.576414088498865
OLAZABAL;5300;70;59000;842.9;3;48;FRENTE;;;;;;VILLA URQUIZA;12;-58.48855518542279;-34.577862399997869
OLAZABAL;5400;36;34900;969.4;1;28;FRENTE;;;;;;VILLA URQUIZA;12;-58.488775883780463;-34.577989960671658
OLAZABAL;5400;48;40000;833.3;3;30;LATERAL;;;;;;VILLA URQUIZA;12;-58.488775883780463;-34.577989960671658
OLAZABAL;5500;30;36000;1200.0;1;0;CONTRAFRENTE;;;;;;VILLA URQUIZA;12;-58.489648248516694;-34.57850314744713
OLAZABAL;5600;47;45000;957.4;3;38;FRENTE;;;;;;VILLA URQUIZA;12;-58.49071734511238;-34.579132263415197
OLIDEN;500;52;33000;634.6;3;35;;;;;;;LINIERS;9;-58.516589617478992;-34.64323870860887
OLIVERA;600;52;21000;403.8;3;45;FRENTE;;;;;;PARQUE AVELLANEDA;9;-58.485343433992639;-34.64342170743889
OLIVIERI;10;75;45000;600.0;3;0;FRENTE;;;;;;VELEZ SARSFIELD;10;-58.491250966158475;-34.635972741131638
OLLEROS;1600;110;152000;1381.8;3;30;FRENTE;;SI;;;;BELGRANO;13;-58.43497562822845;-34.561994814813303
OLLEROS;1882;96;125000;1302.1;3;8;FRENTE;SI;SI;;;;PALERMO;14;-58.439149148924677;-34.566005727171863
OLLEROS;2300;35;52000;1485.7;1;0;CONTRAFRENTE;;;;;;PALERMO;14;-58.442825902710133;-34.569385362108484
OLLEROS;2300;80;66500;831.3;3;0;CONTRAFRENTE;;;;;;PALERMO;14;-58.442825902710133;-34.569385362108484
OLLEROS;2400;105;115000;1095.2;3;3;FRENTE;;SI;;;;PALERMO;14;-58.443962085483207;-34.570399070380049
OLLEROS;2500;43;64600;1502.3;1;0;FRENTE;;;;;;COLEGIALES;13;-58.443986165854781;-34.570431243045384
OLLEROS;2500;65;68000;1046.2;3;30;FRENTE;;SI;;;;COLEGIALES;13;-58.443986165854781;-34.570431243045384
OLLEROS;2500;93;89900;966.7;3;0;FRENTE;SI;SI;;;;COLEGIALES;13;-58.443986165854781;-34.570431243045384
OLLEROS;3200;62;52000;838.7;3;15;FRENTE;;;;;;COLEGIALES;13;-58.448136329011156;-34.57736867132531
OLLEROS;3900;92;72000;782.6;3;50;FRENTE;;;;;;CHACARITA;15;-58.451908127991402;-34.583792076585681
OROÑO, NICASIO;400;52;35000;673.1;3;30;LATERAL;;;;;;CABALLITO;6;-58.451995267944284;-34.618382635959129
ORTEGA Y GASSET;1500;75;105000;1400.0;3;5;;;;;;;PALERMO;14;-58.430194087890861;-34.567413691908186
ORTEGA Y GASSET;1600;110;139000;1263.6;3;A ESTRENAR;CONTRAFRENTE;SI;;;;;PALERMO;14;-58.430786199464109;-34.568346430459655
ORTEGA Y GASSET;1795;64;59500;929.7;3;0;FRENTE;;;;;;PALERMO;14;-58.432496158116429;-34.569889960186934
ORTEGA Y GASSET;1800;100;135000;1350.0;3;12;FRENTE;;SI;;;;PALERMO;14;-58.432257115573151;-34.570078949134633
ORTEGA Y GASSET;1900;73;102000;1397.3;3;A ESTRENAR;FRENTE;;SI;;;;PALERMO;14;-58.432991714545807;-34.570944231804276
ORTIZ DE OCAMPO;2600;118;320000;2711.9;3;2;CONTRAFRENTE;;SI;;;;PALERMO;14;-58.404861339662986;-34.582566623672108
ORTIZ DE OCAMPO;2600;118;410000;3474.6;3;2;CONTRAFRENTE;SI;SI;;;;PALERMO;14;-58.404861339662986;-34.582566623672108
ORTIZ DE OCAMPO;2600;123;330000;2682.9;3;7;CONTRAFRENTE;SI;SI;;;;PALERMO;14;-58.404861339662986;-34.582566623672108
ORTIZ DE OCAMPO;2600;70;90000;1285.7;3;35;FRENTE;;;;;;PALERMO;14;-58.404861339662986;-34.582566623672108
ORURO;1168;63;36800;584.1;3;25;FRENTE;;;;;;SAN CRISTOBAL;3;-58.411245559858628;-34.624274003469012
OTAMENDI;100;67;45000;671.6;3;60;CONTRAFRENTE;;;;;;CABALLITO;6;-58.431490354702916;-34.616089861697652
OTAMENDI;300;65;45000;692.3;3;40;FRENTE;;;;;;CABALLITO;6;-58.43240666525206;-34.613637624289574
PACHECO;2100;94;94500;1005.3;3;1;FRENTE;;SI;;;;VILLA URQUIZA;12;-58.481831248639736;-34.575871091818705
PACHECO;2100;65;49800;766.2;3;35;FRENTE;;;;;;VILLA URQUIZA;12;-58.481831248639736;-34.575871091818705
PACHECO;2200;62;67000;1080.6;3;A ESTRENAR;FRENTE;;SI;;;;VILLA URQUIZA;12;-58.482979868469357;-34.574898034295529
PACHECO;2400;63;59000;936.5;3;A ESTRENAR;CONTRAFRENTE;;;;;;VILLA URQUIZA;12;-58.484365877693243;-34.573170699253474
PACHECO;2400;69;71000;1029.0;3;A ESTRENAR;FRENTE;SI;SI;;;;VILLA URQUIZA;12;-58.484365877693243;-34.573170699253474
PACHECO;2400;69;73000;1058.0;3;A ESTRENAR;FRENTE;SI;SI;;;;VILLA URQUIZA;12;-58.484365877693243;-34.573170699253474
PACHECO;2700;63;66000;1047.6;3;A ESTRENAR;CONTRAFRENTE;;;;;;VILLA URQUIZA;12;-58.485342673673912;-34.571464065578901
PACHECO;2777;76;66500;875.0;3;A ESTRENAR;FRENTE;;;;;;VILLA URQUIZA;12;-58.486346567739382;-34.570703056049503
PACHECO;3200;80;67000;837.5;3;A ESTRENAR;FRENTE;;;;;;VILLA URQUIZA;12;-58.488511902953981;-34.567477925524251
PACHECO DE MELO, JOSE ANDRES;2000;57;195835;3435.7;3;A ESTRENAR;FRENTE;;;;;;RECOLETA;2;-58.393780491494617;-34.59169796531112
PACHECO DE MELO, JOSE ANDRES;2000;83;97000;1168.7;3;A ESTRENAR;;SI;;;;;RECOLETA;2;-58.393780491494617;-34.59169796531112
PACHECO DE MELO, JOSE ANDRES;2500;80;79900;998.8;3;0;;;;;;;RECOLETA;2;-58.398681093629826;-34.588263251917205
PACHECO DE MELO, JOSE ANDRES;2500;83;105000;1265.1;3;0;;;SI;;;;RECOLETA;2;-58.398681093629826;-34.588263251917205
PACHECO DE MELO, JOSE ANDRES;2700;60;85500;1425.0;3;0;;SI;;;;;RECOLETA;2;-58.400853456416414;-34.586936412126732
PACHECO DE MELO, JOSE ANDRES;2900;65;65000;1000.0;3;50;FRENTE;;;;;;RECOLETA;2;-58.402672054144183;-34.585841462067606
PADILLA;400;63;42000;666.7;3;30;FRENTE;;;;;;VILLA CRESPO;15;-58.439653847052618;-34.602907547085245
PADILLA;700;72;43000;597.2;3;40;FRENTE;;;;;;VILLA CRESPO;15;-58.441726502066402;-34.600548122642536
PADILLA;870;62;65000;1048.4;3;6;FRENTE;SI;SI;;;;VILLA CRESPO;15;-58.443918476543395;-34.598563590419694
PADILLA;900;53;34000;641.5;3;0;LATERAL;;;;;;VILLA CRESPO;15;-58.44364087004989;-34.598814949337424
PADILLA;1000;47;32900;700.0;3;30;FRENTE;;;;;;VILLA CRESPO;15;-58.44459254476812;-34.597953247967794
PAGANO, JOSE LEON;2600;86;95000;1104.7;3;25;FRENTE;SI;;;;;RECOLETA;2;-58.399115007201431;-34.58438580493992
PAGANO, JOSE LEON;2600;73;92000;1260.3;3;32;FRENTE;SI;;;;;RECOLETA;2;-58.399115007201431;-34.58438580493992
PAINE AIME;1300;104;210000;2019.2;3;A ESTRENAR;FRENTE;;;;;;PUERTO MADERO;1;-58.361581900753251;-34.612759181938721
PALESTINA;300;48;35000;729.2;3;20;CONTRAFRENTE;;;;;;ALMAGRO;5;-58.425763814248555;-34.603540733360397
PALESTINA;535;60;42000;700.0;3;8;CONTRAFRENTE;;;;;;ALMAGRO;5;-58.425636475437493;-34.603801014831802
PALESTINA;600;56;49000;875.0;3;15;FRENTE;;;;;;ALMAGRO;5;-58.425763814248555;-34.603540733360397
PALESTINA;830;65;68000;1046.2;3;2;FRENTE;;;;;;ALMAGRO;5;-58.425574559557091;-34.601073484038679
PALESTINA;1000;86;48000;558.1;3;0;CONTRAFRENTE;;;;;;ALMAGRO;5;-58.425303401344635;-34.599164581668013
PALMAR;7151;50;45000;900.0;3;0;;;;;;;LINIERS;9;-58.526770432419042;-34.643650625276877
PALPA;2300;62;85000;1371.0;3;4;CONTRAFRENTE;;;;;;PALERMO;14;-58.446475040423991;-34.569136666020881
PALPA;2300;70;58000;828.6;3;33;INTERNO;;;;;;PALERMO;14;-58.446475040423991;-34.569136666020881
PALPA;3100;56;54900;980.4;3;20;CONTRAFRENTE;;;;;;COLEGIALES;13;-58.450613429963916;-34.575008444321597
PANAMA;900;60;60000;1000.0;3;25;FRENTE;;;;;;ALMAGRO;5;-58.431075490922424;-34.602210036200489
PARAGUAY;800;75;67900;905.3;3;0;FRENTE;SI;SI;;;;RETIRO;1;-58.376928332624608;-34.597451179279417
PARAGUAY;900;49;56000;1142.9;3;27;CONTRAFRENTE;;;;;;RETIRO;1;-58.378407774634859;-34.597525839747433
PARAGUAY;1300;137;157000;1146.0;3;45;FRENTE;;;;;;RETIRO;1;-58.384143272921861;-34.597948187758846
PARAGUAY;1300;98;85000;867.3;3;0;;;;;;;RETIRO;1;-58.384143272921861;-34.597948187758846
PARAGUAY;1500;70;75000;1071.4;3;0;;;;;;;RECOLETA;2;-58.386980488155402;-34.598147151254885
PARAGUAY;2000;23;31500;1369.6;1;55;CONTRAFRENTE;SI;;;;;RECOLETA;2;-58.394578109694827;-34.598576659246106
PARAGUAY;2000;84;72000;857.1;3;0;CONTRAFRENTE;;;;;;RECOLETA;2;-58.394578109694827;-34.598576659246106
PARAGUAY;2035;22;31900;1450.0;1;0;;;;;;;RECOLETA;2;-58.396836077765428;-34.598759586494062
PARAGUAY;2396;77;59900;777.9;3;0;FRENTE;;;;;;RECOLETA;2;-58.400711959004582;-34.597867545428578
PARAGUAY;2400;54;52000;963.0;3;20;CONTRAFRENTE;;;;;;RECOLETA;2;-58.400657584938337;-34.59787667231172
PARAGUAY;2600;86;69000;802.3;3;0;;;;;;;RECOLETA;2;-58.403421299665879;-34.597398706543522
PARAGUAY;3024;68;70000;1029.4;3;20;CONTRAFRENTE;;;;;;RECOLETA;2;-58.410575364327997;-34.595102500469473
PARAGUAY;3300;71;82000;1154.9;3;38;CONTRAFRENTE;;;;;;RECOLETA;2;-58.412143156822864;-34.593985513585366
PARAGUAY;3500;55;53000;963.6;3;20;CONTRAFRENTE;;;;;;PALERMO;14;-58.413430910873132;-34.592958784200697
PARAGUAY;3500;50;55000;1100.0;3;34;CONTRAFRENTE;SI;;;;;PALERMO;14;-58.413430910873132;-34.592958784200697
PARAGUAY;3500;50;55000;1100.0;3;34;LATERAL;;;;;;PALERMO;14;-58.413430910873132;-34.592958784200697
PARAGUAY;3600;73;71000;972.6;3;25;FRENTE;;;;;;PALERMO;14;-58.414283644355706;-34.592278860894943
PARAGUAY;4100;69;60000;869.6;3;50;FRENTE;;;;;;PALERMO;14;-58.419275875504788;-34.588308202384482
PARAGUAY;4146;69;60000;869.6;3;0;FRENTE;;;;;;PALERMO;14;-58.420646106002295;-34.587231142655597
PARAGUAY;4200;64;70000;1093.8;3;35;FRENTE;;;;;;PALERMO;14;-58.420059565909945;-34.587686273704485
PARAGUAY;4565;58;50000;862.1;3;30;FRENTE;;;;;;PALERMO;14;-58.424678227538806;-34.584512082627761
PARAGUAY;4600;64;75000;1171.9;3;23;FRENTE;;SI;;;;PALERMO;14;-58.424144324961588;-34.584552373151034
PARAGUAY;4700;38;40000;1052.6;1;4;CONTRAFRENTE;;;;;;PALERMO;14;-58.426495942725857;-34.583120014238396
PARAGUAY;4800;52;47000;903.8;3;27;CONTRAFRENTE;;;;;;PALERMO;14;-58.426302666255431;-34.582899465875848
PARAGUAY;5500;60;50000;833.3;3;37;CONTRAFRENTE;;;;;;PALERMO;14;-58.432892785232823;-34.577731068575595
PARANA;100;28;37000;1321.4;1;0;;;;;;;SAN NICOLAS;1;-58.387896835069782;-34.607744972081171
PARANA;400;63;45000;714.3;3;0;CONTRAFRENTE;;;;;;SAN NICOLAS;1;-58.388065138043338;-34.60410644291423
PARANA;1100;78;67900;870.5;3;0;CONTRAFRENTE;;;;;;RECOLETA;2;-58.388137380471001;-34.597081022975225
PARANA;1100;180;290000;1611.1;3;0;;;;;;;RECOLETA;2;-58.388137380471001;-34.597081022975225
PAREJA;4100;140;180000;1285.7;3;15;CONTRAFRENTE;SI;SI;;;;VILLA DEVOTO;11;-58.513642448591604;-34.599292692971495
PAREJA;4700;125;70000;560.0;3;35;FRENTE;;;;;;VILLA DEVOTO;11;-58.521238597514518;-34.603979291623972
PAROISSIEN;2000;56;60000;1071.4;3;5;FRENTE;;;;;;NUÑEZ;13;-58.465810648532987;-34.544788888175454
PAROISSIEN;2400;55;45000;818.2;3;45;FRENTE;;;;;;NUÑEZ;13;-58.469824222608437;-34.54681561918234
PAROISSIEN;2776;90;85000;944.4;3;1;LATERAL;;;;;;SAAVEDRA;12;-58.473370971370819;-34.548201113443774
PARRAL;46;86;64000;744.2;3;0;CONTRAFRENTE;;;;;;CABALLITO;6;-58.439400355917257;-34.61891236337371
PARRAL;100;80;65000;812.5;3;40;CONTRAFRENTE;;;;;;CABALLITO;6;-58.439660135201784;-34.618257850164945
PARRAL;200;51;59000;1156.9;3;8;FRENTE;;SI;;;;RETIRO;1;-58.385061977336292;-34.590386691062093
PASCO;300;40;25000;625.0;3;0;;;;;;;BALVANERA;3;-58.397599273994182;-34.611900678086485
PASCO;800;64;46000;718.8;3;45;FRENTE;;;;;;BALVANERA;3;-58.397784159031843;-34.617365952196877
PASCO;1200;60;33500;558.3;3;0;FRENTE;;;;;;SAN CRISTOBAL;3;-58.396916317523072;-34.621860148619923
PASEO COLON;900;70;47000;671.4;3;50;FRENTE;;;;;;SAN TELMO;1;-58.368604074301636;-34.618338041084101
PASEO COLON;1200;42;30000;714.3;3;42;CONTRAFRENTE;;;;;;SAN TELMO;1;-58.368150463810537;-34.621654315305619
PASEO COLON;1300;65;27000;415.4;3;90;INTERNO;;;;;;SAN TELMO;1;-58.368186611897727;-34.622815924173615
PASO;100;68;43000;632.4;3;50;FRENTE;;;;;;BALVANERA;3;-58.40355883199198;-34.608737070940258
PASO;200;51;40000;784.3;3;30;FRENTE;;;;;;BALVANERA;3;-58.403628008169612;-34.607563073976607
PASO;200;55;28000;509.1;3;75;INTERNO;;;;;;BALVANERA;3;-58.403628008169612;-34.607563073976607
PASO;231;75;49500;660.0;3;0;FRENTE;;;;;BALCON;BALVANERA;3;-58.40332444837879;-34.607157017253265
PASTEUR;158;96;46900;488.5;3;0;CONTRAFRENTE;;;;;;BALVANERA;3;-58.399402520630993;-34.607821491617926
PASTEUR;400;28;25000;892.9;1;35;INTERNO;;;;;;BALVANERA;3;-58.399642776579498;-34.604645301723231
PASTEUR;400;55;33000;600.0;3;0;;;;;;;BALVANERA;3;-58.399642776579498;-34.604645301723231
PASTEUR;600;95;60000;631.6;3;50;CONTRAFRENTE;;;;;;BALVANERA;3;-58.39988058902351;-34.602233629588689
PAUNERO;2700;60;62000;1033.3;3;0;;;;;;;PALERMO;14;-58.408679353623725;-34.581401609224528
PAVON;1900;61;32900;539.3;3;30;CONTRAFRENTE;;;;;;SAN CRISTOBAL;3;-58.391287224537827;-34.626201442844838
PAVON;2872;71;28000;394.4;3;0;CONTRAFRENTE;;;;;;SAN CRISTOBAL;3;-58.404913639863459;-34.627769921905127
PAVON;2900;46;32900;715.2;3;35;FRENTE;;;;;;SAN CRISTOBAL;3;-58.404334803538561;-34.627697679643148
PAVON;2988;48;29500;614.6;3;8;;;;;;;SAN CRISTOBAL;3;-58.405511156968835;-34.627843415348174
PAVON;3200;58;42000;724.1;3;20;FRENTE;;;;;;SAN CRISTOBAL;3;-58.40857339013214;-34.62821455404368
PAVON;3700;54;49900;924.1;3;A ESTRENAR;FRENTE;;;;;;BOEDO;5;-58.415930390850612;-34.630043659124297
PAVON;3700;54;52800;977.8;3;A ESTRENAR;FRENTE;;SI;;;;BOEDO;5;-58.415930390850612;-34.630043659124297
PAYSANDU;789;84;42300;503.6;3;0;;;;;;;CABALLITO;6;-58.451195006175119;-34.615291068102565
PAYSANDU;1400;65;43000;661.5;3;45;FRENTE;;;;;;CABALLITO;6;-58.454947174105186;-34.60910948468684
PAYSANDU;1500;28;28000;1000.0;1;40;FRENTE;;;;;;CABALLITO;6;-58.455554347642774;-34.608269122726348
PAZ, GRAL.;1000;65;55000;846.2;3;0;FRENTE;;;;;;NUÑEZ;13;-58.474240963356593;-34.538675177906534
PAZ, GRAL.;1100;57;42000;736.8;3;18;FRENTE;;;;;;SAAVEDRA;12;-58.47640191913414;-34.539935465033608
PAZ, GRAL.;1100;58;53000;913.8;3;25;FRENTE;;;;;;SAAVEDRA;12;-58.47640191913414;-34.539935465033608
PAZ, GRAL.;5300;56;31000;553.6;3;0;FRENTE;;;;;;VILLA PUEYRREDON;12;-58.510614336902634;-34.572999747606531
PAZ, GRAL.;10500;70;35000;500.0;3;35;CONTRAFRENTE;;;;;;LINIERS;9;-58.529415844115405;-34.636019975719904
